feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
-0.8908516634469327,0.09082800546957692,0.8378564558412017,-1.0495323933012872,-1.3619979488248306,1.7036796502502445,1.4237578558044097,-0.2762527973682778,0.8211383446317012,-0.2368234812902708,0
2.181002414502418,-1.0032203710361887,-0.17789682024701442,-0.660449585274765,1.811772220376726,0.9732252941597881,0.925263285568803,-1.584241496998414,2.612349968212069,1.041412706057357,0
-0.4601181073590992,2.8914693846225274,0.9636877048384447,-1.2247138942962645,-1.0090829110080224,-0.27504332841100854,-0.7297430668246464,-1.885989950772546,2.5186327792638314,-0.3716650381345535,1
-0.5142994683850293,-1.1166020988038636,-2.7107891051755195,-0.47627110968536734,-2.5646257611287266,1.3073100930413823,-2.7056621836317527,3.7673627861887002,-4.301140613683092,0.23251121058817426,0
-0.690348912179743,-0.755482483471764,1.922394222214818,-1.6484183717798915,2.063661146707421,1.7014106066599004,-0.737907091451488,-3.423387718854537,-0.6400902304250466,0.5832450258261712,0
-1.1451977896838055,0.20071351836928453,2.3434153481104385,2.3863412120849246,0.24781937411387545,3.704896236241534,3.6719386431789425,1.9513570544779273,0.8084079917106479,0.6095077305497812,0
1.0732752657575735,-0.30843845076308285,-1.2779156816116652,-0.9594344280882714,-1.3021636555742753,3.855331562845472,-1.2417682244376178,-0.2498349952423271,0.11809716884594049,-2.7708360386495805,0
-1.5630218560108042,-1.985440909568289,-0.7101033453056255,-0.9776076977003266,-1.5257047178906042,1.534127842609653,-0.9755270976538037,1.480290486750676,-4.154298748313804,-1.4596276816660345,1
-1.8514770212730252,-1.8335069126974255,-2.1477160722450708,2.187090114846339,-2.950422846267016,-1.0372321931080162,-0.6881469223875143,4.323025667422126,-6.077471229439792,-0.7824338190983436,1
2.3575480789226955,-1.9340041622121662,0.06120336965851778,-2.2310435928439687,1.9767542612141629,2.031745629138287,2.506626165672503,-0.33550665420545456,3.835888426238227,-0.12471814627922424,0
1.2854224898438094,-2.718554065732627,0.7662410399685364,-2.5839221525282206,1.7497826289877272,2.9262686923744763,2.6325672471450368,-1.2979565463604157,2.3668121010079473,0.8766797300647905,0
-0.746775272008686,2.590686589856541,-1.1433885795116283,3.049662879395787,-2.966771734670294,0.047327750751823494,-3.606270394054775,-2.2621727552156154,-2.7061278182483255,2.3662338557959792,1
-0.4279213388206111,-2.093956977342339,-0.23873783174230437,-2.0562406638918205,-0.6909049592938067,1.0583552190990866,-0.48815290226461117,-2.673217415789326,-1.6727780374474255,-0.836179149626609,1
