feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
2.343564211921601,3.0079709674823327,2.40802053081989,0.3855747981565413,-0.418266864048185,0.5457750501882646,-0.6845733595071265,-0.1986184385751919,1.4034999860428758,4.148101289421835,1
1.2106688412372204,1.7827561496824227,-0.6128656396425323,0.304933713383389,-1.5132553329469705,-0.8493960985593354,-1.402307605324891,1.6068649116144738,2.1917956625050077,0.4695420789353268,0
2.450185748487458,1.049051578439073,2.4977865735191265,0.9590608377197534,-1.5148103198821232,-0.7772069960695354,-0.8478420774882571,1.2417477847180691,0.9055343295923646,3.8523112681979597,1
4.024317940623943,-2.331383745668118,0.39695648035369024,0.28476583501003416,-2.6917076543138565,-3.618508460141526,-1.596370169122959,2.674261538187943,-1.1744020416406802,1.7493179309748426,0
-0.5396116174161154,-1.7936895854507655,0.8845867828767906,-0.33190626376274557,-1.880415869068573,-1.1951032302266509,-0.9423529126552341,0.10767739540568,-0.12311653053768823,-1.3591755821226892,0
0.2053632593705561,2.030968110637824,-1.879315828133918,-0.748554691628235,1.132342297256637,-4.784317055822138,0.6791451791435243,3.4145000085212196,4.441993518272092,-1.1373933177643185,1
-4.580854035732806,1.7672765159631723,-2.665149009963889,0.8866486912127536,-1.3110342590894826,-0.1645073158508943,-2.712261616828346,0.9748392548306493,0.21451508456441593,-4.373818876011193,1
2.4146584073738304,0.9528788879953184,-2.005583743953487,-1.1694001919700368,-1.012722079237527,0.5219156459501524,0.1881984914643572,-1.156722127699186,5.269668890796804,-2.6985896523476343,1
0.8865334578816175,-1.1591898434359738,-1.408309714829435,-1.0739334407567132,-1.520429703652521,-1.2933742546282605,-1.0488616674241895,1.9312025406480953,-0.43049739675925025,-0.6426319966000815,0
1.2598598817166633,1.442125981505531,1.4765466683497146,-0.3844440237505189,-0.9339063564405111,-2.2778179568257904,-0.8067855721494208,2.0109179081901867,1.5699715984707057,2.336067703655355,1
0.9514204069586892,2.038188605246386,-1.3417204960435205,-0.9469322039556705,-6.777288405027577,-2.4736217531454163,-7.344072910834854,-0.3939266202296621,1.7158805252964093,-4.5171087611630965,0
-2.408558109674137,1.077134431261456,-4.4408675274046505,-0.27684681878130335,-5.264547972817593,-1.7856406757404553,-6.823184687156702,-2.605560260076186,1.1460527636423576,-10.34486752477559,1
-2.3635778796580436,0.21273444414078524,-2.9241212150769256,-0.16015893884019072,-0.3339109575108401,-2.953114682457655,0.5109741763946481,5.044254388819538,3.934639751997952,-2.58751954208399,1
1.7141422969063411,3.8478041657304285,-4.5886036547591935,-0.7540617929058582,-2.158670462417846,-5.0475403920119835,-5.662987054705472,-1.2868712059249217,1.3868016544714756,-6.2072668968932385,0
-1.1865964599950418,1.4067997902520315,-1.4841354738634702,-1.4869432281135757,-2.6650239161068763,-1.6497944333915129,-3.7299638991438138,-2.416095631683266,1.7683577413600464,-5.80459185700334,1
2.4519382127535976,2.146520768503743,2.3352171398571953,-1.9324518489342282,0.26534377077264604,-3.4457252588598326,-0.09574897752323307,1.5968044597303623,1.9186256111466493,3.592293408074424,1
5.715512361260253,-2.7452865602335397,0.5798894798776701,0.45883462342193443,-1.39212637814686,0.07746012466325491,1.3471480181001056,3.0714575874533443,-0.025292566752451284,4.92096658147129,0
-3.346838313843204,4.1168659798255325,-1.7567635432086464,1.0403525058867467,0.04057710077580334,-2.3658058626084424,-3.534526177480423,1.4321707167724553,-1.5434711600991076,-1.4945316380801095,1
-1.9170994400314778,0.7757856033057443,-4.212727867592931,-0.905510318815077,-3.6630058522037214,-1.1386082974052192,-4.4950319761666275,-2.0061365707097356,2.235416462799078,-8.886182365577943,1
-1.5936021675006886,5.779345782397012,0.865634618883074,-0.4519188770186952,-0.6580387579754652,1.5122428408160027,-2.2541886956794843,-1.2548136827004637,3.199901047859435,0.3449516897443327,1
