feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
1.9038712232509694,-2.5275158198174177,-3.625866907763026,0.8490427817241255,2.235962990023503,-3.93062157552685,-0.33060865569484976,1.2397623969592453,-0.5814438694745572,-0.5225944131533817,0
0.2510779358766584,1.3740520433451406,2.1222809499688613,2.737115303821504,4.984152435001857,3.682637985905616,-0.05286718466459916,-1.3664940122986948,-1.8179721181634954,1.431686108530215,0
2.5167043733382393,1.2965622735580506,-2.2711954153922904,1.0809061399009285,2.217188256074009,0.6701982873317789,-1.2903624153450504,-1.3957463266034569,-2.321587903219805,-1.1307192795425112,0
-3.9685645750976764,-3.647231707040933,-0.13090352415402778,0.8978728480062492,0.3591140327888338,-1.252290410068617,-0.40908533394442276,5.72710098395657,-1.7262116593856291,1.9637142381804167,1
3.5584615109542215,-2.578236811351459,-2.6605302509481117,0.036379490810601656,2.361514902231283,-1.8710698825835839,-0.018119995607713275,0.11520879773898866,0.5070984569650245,0.5151796588131736,0
3.118641059600706,-2.295619583324706,-5.6461755260830255,-0.34440080301153997,1.4750420201786318,-2.56978031572715,-1.0319235639314601,2.600884868542341,-3.4164493417029833,-0.6442548711526869,1
-0.4134833899082495,-0.20108870873876938,1.198727196201135,-0.6964101059734452,0.106714961717149,-3.61752148856867,0.19856596950830213,1.6193824188564918,-1.8818565052874499,3.4301699786873083,1
-3.361375847817059,1.5794853203150516,1.2523402702662731,2.976613462442212,1.5196286886130854,0.1657511104093412,0.17883193718849635,-0.6118206103557299,-0.3544387700795988,-1.6897542821487495,0
1.269995352243324,-1.5673513285975225,-3.0172653409963295,2.6930891249456885,-0.5091654713214806,0.706010345695006,1.1209372323080051,-0.424847159897734,0.12853427297093645,-0.20848037211082793,1
0.03935419598578416,1.5892972269565258,-1.1489420792898593,2.9935590366550926,1.481198561657967,3.839702580363408,0.3898839846601433,-2.69812138695083,0.4322262418619456,-3.527575076474207,0
1.0843544291103915,-0.6274824117216593,-0.7152428666866719,0.31856162247215325,1.8308056208084813,-3.3827826853460543,0.03060590905538676,0.8261780795614128,-1.765397889064701,1.8747500031988324,0
-1.9213161384231427,0.4213367566900523,-0.08866485768679398,-0.8465436790223664,0.3518943963795593,0.22961969452231767,-1.0586109393464183,2.614810149307662,-2.8016203191082245,-0.5064239667202959,0
-2.5612267736938312,-0.7061001055309029,-0.042144094097540205,-0.016532131694555696,-0.01738435553656026,1.6710834501507656,-1.0147743585720432,0.9066219256739939,1.9294367577229323,-3.5465177289149836,0
-3.598188688257967,2.1702560758761695,-0.2588488857855696,1.9919426342513824,0.8407650680844713,-0.31875941655409545,0.7301764934511529,0.37340639634513356,-1.9169034884205343,-3.3546254811205065,0
2.796048392676205,-2.836030257542797,-3.596620129724406,0.9790270717190067,1.2512662061289666,-2.652653470387026,0.6834392418545934,0.720392200131126,-0.15308015667409447,0.5859002920343914,0
-3.7487530391998085,-2.9493755411749296,-4.316285477519237,0.9852578913825414,-3.228646536426413,-2.5907424837795396,-0.1790795361316125,6.2306525524185865,-3.713409977227407,-0.5506466442998139,1
2.818255433006448,-3.0919431754577102,-4.165538912309355,-0.47103181902915914,0.8451003702639711,-5.670105657407042,1.6100520869180728,1.7066493592340688,-0.4997994860501529,0.39432538703440323,0
2.110487956441172,-0.6350353663260923,-4.409283434442822,0.9703652388106697,1.7261416393270181,-0.8671716754046758,0.718111969884202,0.4041936774119534,-2.052964147572983,-2.3371258229786056,0
